区,幼儿园名称,办园性质,举办者,幼儿园地址
朝阳区,北京市朝阳区和平街幼儿园,教育部门,地级教育部门,北京市朝阳区和平街八区六号楼
朝阳区,北京市朝阳区和平街幼儿园 - 分园,教育部门,地级教育部门,北京市朝阳区胜古北路南里3号院 皇姑坟小区
朝阳区,北京市朝阳区和平街幼儿园化大分园,教育部门,地级教育部门,北京市朝阳区和平街十一区14号楼首层
朝阳区,北京市朝阳区惠新里幼儿园,教育部门,地级教育部门,北京市朝阳区惠新里230楼
朝阳区,北京市朝阳区惠新里幼儿园 - 分园,教育部门,地级教育部门,北京市朝阳区北苑家园紫绶园小区11号楼
朝阳区,北京市朝阳区安华里幼儿园,教育部门,地级教育部门,北京市朝阳区安华里二区12号楼
朝阳区,北京市朝阳区安华里幼儿园 - 分园,教育部门,地级教育部门,北京市朝阳区安贞西里一区18号楼
朝阳区,北京市朝阳区安华里第二幼儿园,教育部门,地级教育部门,朝阳区安华西里一区23号楼
朝阳区,北京市朝阳区安华里第二幼儿园 - 分园,教育部门,地级教育部门,安贞西里四区19号楼
朝阳区,北京市朝阳区清友实验幼儿园,教育部门,地级教育部门,北京市朝阳区北苑家园清友园小区13号
朝阳区,北京市朝阳区秀园幼儿园,教育部门,地级教育部门,北京市朝阳区安慧北里秀园19号
朝阳区,北京市朝阳区花家地幼儿园,教育部门,地级教育部门,北京市朝阳区花家地小区11号楼
朝阳区,北京市朝阳区康泉新城幼儿园,教育部门,地级教育部门,北京市朝阳区双桥东路12号院5号楼
朝阳区,北京市朝阳区华洋紫竹幼儿园,教育部门,地级教育部门,北京市朝阳区管庄双柳北街1号院9号楼
朝阳区,北京市朝阳区翠成幼儿园,教育部门,地级教育部门,北京市朝阳区翠城馨园B211楼
朝阳区,中华女子学院附属实验幼儿园,事业单位,事业单位,北京市朝阳区小营路育慧西里25号
朝阳区,中国科学院第四幼儿园,事业单位,事业单位,朝阳区祁家豁子社区华严里大院内
朝阳区,中央军委机关事务管理总局红星幼儿园（奥运村园）,部队,部队,北京市朝阳区安翔北里十号院
朝阳区,中国农业机械化科学研究院幼儿园,地方企业,省级其他部门,北京市朝阳区德胜门外北沙滩1号院
朝阳区,北京市朝阳区安贞街道中心幼儿园,集体,集体,朝阳区安贞西里二区18号楼
朝阳区,中国听力语言康复研究中心启聪幼儿园,事业单位,事业单位,北京市朝阳区惠新里甲8号
朝阳区,中国人民解放军战略支援部队机关幼儿园,部队,部队,北京市朝阳区黄寺大街9号院
朝阳区,中建一局集团建设发展有限公司幼儿园,地方企业,省级其他部门,朝阳区望花路西里13号楼
朝阳区,北京市朝阳区亚运村第二幼儿园,集体,集体,朝阳区亚运村安慧里一区七号楼
朝阳区,北京市朝阳区亚运村第一幼儿园,集体,集体,北京市朝阳区安慧里3区13号楼
朝阳区,北京市朝阳区亚运村中心幼儿园,集体,集体,朝阳区安苑北里12号楼
朝阳区,北京电子城幼儿园,地方企业,地方企业,朝阳区酒仙桥一街坊甲2号
朝阳区,首都机场幼教中心第三幼儿园,地方企业,地方企业,机场宿舍区南平里第三幼儿园
朝阳区,首都机场幼教中心第二幼儿园,地方企业,地方企业,首都机场街道南路西里23号楼
朝阳区,北京飞机维修工程有限公司幼儿园,地方企业,省级其他部门,首都机场南路东里20号楼
朝阳区,北京市朝阳区左家庄幼儿园,集体,集体,北京市朝阳区左家庄北里31号楼
朝阳区,北京市朝阳区左家庄街道中心幼儿园,集体,集体,北京市朝阳区三源里小区10号楼1层
朝阳区,北京市朝阳区香河园街道中心幼儿园,集体,集体,北京市朝阳区香河园街道柳芳北里7号楼
朝阳区,北京市朝阳区香河园街道西坝河东里幼儿园,集体,集体,北京市朝阳区香河园街道西坝河东里71号楼后
朝阳区,农业农村部机关幼儿园,其他部门,省级其他部门,北京市朝阳区农展南里11号
朝阳区,中央军委机关事务管理总局红星幼儿园（三里屯园）,部队,部队,东三里屯5号
朝阳区,外交部幼儿园,其他部门,省级其他部门,北京市朝阳区光华里2号
朝阳区,中国人民解放军63918部队幼儿园,部队,部队,朝阳区左家庄12号院
朝阳区,北京市朝阳区人民政府机关幼儿园,其他部门,地级其他部门,朝阳区雅宝里11号
朝阳区,北京朝莘辰阳幼儿园,地方企业,地方企业,北京市朝阳区东大桥路13号院
朝阳区,北京朝莘辰阳幼儿园（来广营园）,地方企业,地方企业,来广营创达路68号院7号楼动感嘉园小区
朝阳区,北京朝莘辰阳幼儿园（芍药居园）,地方企业,地方企业,北京市朝阳区芍药居北里108号楼
朝阳区,北京朝莘辰阳幼儿园（南新园）,地方企业,地方企业,朝阳区南新园小区6号楼
朝阳区,北京市朝阳区团结湖街道中心幼儿园,集体,集体,北京市朝阳区水碓子东里26号楼
朝阳区,北京市朝阳区呼家楼街道中心幼儿园,集体,集体,北京市朝阳区号呼家楼北街甲4号
朝阳区,中国传媒大学幼儿园,事业单位,事业单位,北京市朝阳区定福庄东街1号20号楼
朝阳区,北京市朝阳区蓝莓果幼儿园,民办,民办,北京市朝阳区三间房南里四号院
朝阳区,中国航空制造技术研究院银梦幼儿园,事业单位,事业单位,北京市朝阳区东军庄1号院
朝阳区,中国建筑材料科学研究院幼儿园,地方企业,省级其他部门,北京市朝阳区管庄东里30号
朝阳区,北京市朝阳区双桥幼儿园,地方企业,地方企业,北京市朝阳区双桥东路
朝阳区,北京九龙幼儿园,地方企业,地方企业,百子湾南二路76号院4号楼
朝阳区,北京佳华安琪幼儿园,地方企业,地方企业,垡头北里20号
朝阳区,北京佳华安琪幼儿园 - 分园,地方企业,地方企业,朝阳区垡头金蝉北里4号楼
朝阳区,北京市朝阳区环宇幼儿园,地方企业,地方企业,北京市朝阳区东三环南路48号
朝阳区,北京工业大学幼儿园,事业单位,事业单位,北京市朝阳区平乐园100号
朝阳区,北京市朝阳区雨禾幼儿园,集体,集体,北京市朝阳区农光东里10号楼
朝阳区,北京市朝阳区雨禾幼儿园 - 分园,集体,集体,北京市朝阳区劲松三区321楼1层
朝阳区,北京市朝阳区双井中心幼儿园,集体,集体,北京市朝阳区百子湾16号百子园19号双井中心幼儿园
朝阳区,北京市朝阳区南磨房乡幼儿园,集体,集体,朝阳区平乐园小区210楼
朝阳区,北京市朝阳区小红门乡中心幼儿园,集体,集体,北京市朝阳区博大路鸿博家园B区
朝阳区,北京市朝阳区小红门乡中心幼儿园西园分园,集体,集体,朝阳区小红门乡新村一期鸿博家园C区
朝阳区,北京市朝阳区王四营乡幼儿园,集体,集体,北京市朝阳区王四营乡政府北侧
朝阳区,北京市朝阳区十八里店乡西直河东明幼儿园,集体,集体,北京市朝阳区十八里店乡西直河村王家村211号
朝阳区,北京市朝阳区十八里店乡吕家营村幼儿园,集体,集体,北京市朝阳区十八里店乡吕家营村77号
朝阳区,北京市朝阳区十八里店乡横街子村向阳幼儿园,集体,集体,北京市朝阳区十八里店乡横街子村
朝阳区,北京市朝阳区童欣幼儿园,地方企业,地方企业,花家地北里9号楼
朝阳区,北京星海幼儿园,地方企业,地方企业,北京市朝阳区松榆西里64号楼
朝阳区,北京市朝阳区松榆东里幼儿园,地方企业,地方企业,北京市朝阳区松榆东里30号楼
朝阳区,中国人民解放军63961部队幼儿园,部队,部队,北京市朝阳区安定门外北苑一号院
朝阳区,北京市朝阳区海嘉实验幼儿园,民办,民办,北京市朝阳区大屯路枫林绿洲十八号楼
朝阳区,北京市朝阳区十里宜荷幼儿园,民办,民办,北京市朝阳区朝阳路十里堡（北京印染厂南院）160、164-168幢
朝阳区,北京市朝阳区群星幼儿园,教育部门,地级教育部门,朝阳区西坝河西里12号楼
朝阳区,北京市朝阳区刘诗昆幼儿园,民办,民办,北京市朝阳区南湖东园111号
朝阳区,北京市朝阳区刘诗昆幼儿园（望京）,民办,民办,北京市朝阳区望京花园东区201楼
朝阳区,北京市朝阳区刘诗昆幼儿园（珠江绿洲）,民办,民办,北京市朝阳区建国路18号院珠江绿洲家园小区东区4号楼
朝阳区,北京市朝阳区培基幼儿园,民办,民办,北京市朝阳区望京花家地西里小区219号楼
朝阳区,北京市朝阳区培基幼儿园（太阳园）,民办,民办,北京市朝阳区太阳宫金星园小区7号楼
朝阳区,北京市朝阳区培基幼儿园（北苑园）,民办,民办,北京市朝阳区北苑路170号院10号楼
朝阳区,北京市朝阳区培基幼儿园（无限园）,民办,民办,北京市朝阳区培基无限园芳菁苑小区1号院
朝阳区,北京市朝阳区幸福泉北苑幼儿园,民办,民办,朝阳区北苑家园绣菊园2号楼
朝阳区,北京市朝阳区亚奥幼儿园,民办,民办,北京市朝阳区北辰绿色家园拂林园内
朝阳区,北京市朝阳区格顿幼儿园,民办,民办,北京市朝阳区望京北路39号院9号楼
朝阳区,北京市工商业联合会安贞东里幼儿园,其他部门,省级其他部门,北京市朝阳区安贞里二区9号楼
朝阳区,北京市朝阳区阳光幼儿园,民办,民办,北京市朝阳区来广营乡朝来农艺园内
朝阳区,北京市朝阳区小金星幼儿园,民办,民办,北京市朝阳区立水桥立清路5号院2号楼
朝阳区,北京市朝阳区爱乐恩幼儿园,民办,民办,北京朝阳区北四环东路干杨树甲16号
朝阳区,北京朝莘蓝岛幼儿园,地方企业,地方企业,北京市朝阳区呼家楼北街6号楼西侧
朝阳区,北京朝莘蓝岛幼儿园（慧忠园）,地方企业,地方企业,北京市朝阳区慧忠里308号楼
朝阳区,北京朝莘蓝岛幼儿园（雅园园）,地方企业,地方企业,朝阳区安慧北里雅园3号楼
朝阳区,北京市朝阳区西坝河第三幼儿园（中里园）,教育部门,地级教育部门,北京市朝阳区西坝河中里22号
朝阳区,北京市朝阳区汇佳幼儿园,民办,民办,北京市朝阳区安华西里2区2号楼
朝阳区,北京市朝阳区汇佳幼儿园（远洋园）,民办,民办,八里庄西里77号楼
朝阳区,北京市朝阳区二十一世纪实验幼儿园,民办,民办,北京市朝阳区北苑路86号院3区8号楼
朝阳区,北京市朝阳区二十一世纪实验幼儿园 （UHN园）,民办,民办,北京市朝阳区西坝河东里2号院8号楼
朝阳区,北京市朝阳区二十一世纪实验幼儿园（东恒园）,民办,民办,北京市朝阳区十里堡甲3号院14号楼
朝阳区,北京市朝阳区二十一世纪实验幼儿园（国美园）,民办,民办,北京市朝阳区青年路西里3号院3号楼
朝阳区,北京市朝阳区二十一世纪实验幼儿园（融科园）,民办,民办,望京东园五区512号
朝阳区,北京市朝阳区根姆赞蒂幼儿园,民办,民办,北京市朝阳区芳园里12楼东北侧
朝阳区,北京市朝阳区启航幼儿园,民办,民办,北京市朝阳区酒仙桥北路9号荧屏里小区6号楼
朝阳区,北京师范大学实验幼儿园（大西洋新城）,事业单位,事业单位,北京市朝阳区南湖南路10号院530楼
朝阳区,北京市朝阳区启明东润幼儿园（珠江园）,民办,民办,北京市朝阳区广渠路28号珠江帝景小区222楼
朝阳区,北京市朝阳区陶乐园幼儿园,民办,民办,北京市朝阳区酒仙桥东北郊粮库家属院内
朝阳区,北京市朝阳区奥园幼儿园,教育部门,地级教育部门,北京市朝阳区东坝中路京奥家园611号楼
朝阳区,北京市朝阳区三为园幼儿园,民办,民办,北京市朝阳区香江北路马泉营四区36号
朝阳区,北京市朝阳区小橡树三元桥幼儿园,民办,民办,朝阳区西坝河东里30号楼
